City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
347,Ambunti,PG,-4.2365,142.8448,73.94,99,100,0.63,overcast clouds
348,Collipulli,CL,-37.95,-72.4333,89.8,18,1,10.63,clear sky
349,Ascension,US,30.2169,-90.9001,67.1,65,40,5.75,scattered clouds
350,Osoyoos,CA,49.0331,-119.4524,40.33,84,68,2.3,broken clouds
351,Bansi,IN,27.1833,82.9333,59.18,50,0,4.05,clear sky
352,Anadyr,RU,64.75,177.4833,3.7,77,75,15.01,light snow
353,Kralendijk,BQ,12.15,-68.2667,81.59,76,14,18.99,few clouds
354,Bowen,AU,-20.0167,148.2333,75.42,80,76,5.28,broken clouds
355,Zeya,RU,53.75,127.2667,11.89,93,100,5.3,overcast clouds
356,Banjarmasin,ID,-3.3244,114.591,75.34,95,97,1.45,overcast clouds
357,Vestmannaeyjar,IS,63.4427,-20.2734,40.86,65,100,30.53,overcast clouds
358,Airai,TL,-8.9266,125.4092,60.28,92,83,1.39,broken clouds
359,Komsomolskiy,UZ,40.4272,71.7189,38.12,70,0,9.22,mist
360,Marsh Harbour,BS,26.5412,-77.0636,78.04,79,51,11.03,broken clouds
361,Meulaboh,ID,4.1363,96.1285,77.04,88,99,3.29,overcast clouds
362,Trinidad,BO,-14.8333,-64.9,91.38,62,75,6.91,broken clouds
363,Khandyga,RU,62.6667,135.6,-18.58,96,100,2.48,overcast clouds
364,Vao,NC,-22.6667,167.4833,78.3,82,29,11.45,scattered clouds
365,Poum,NC,-20.2333,164.0167,81.63,75,10,9.71,clear sky
366,Roald,NO,62.5833,6.1333,37.54,48,0,14.97,clear sky
367,Manakara,MG,-22.1333,48.0167,74.61,87,28,6.87,scattered clouds
368,Port Lincoln,AU,-34.7333,135.8667,57.76,57,83,14.16,broken clouds
369,Tutayev,RU,57.8853,39.5406,4.48,99,45,3.96,scattered clouds
370,Ostrovnoy,RU,68.0531,39.5131,17.13,83,63,4.23,broken clouds
371,Calderitas,MX,18.55,-88.25,83.71,69,100,10.2,overcast clouds
372,Bathsheba,BB,13.2167,-59.5167,83.01,69,40,20.71,scattered clouds
373,Santa Rita Do Sapucai,BR,-22.2522,-45.7033,64.08,88,100,4.0,overcast clouds
374,Shasta Lake,US,40.6804,-122.3708,53.44,92,100,2.04,overcast clouds
375,Bassano,CA,50.7834,-112.4685,46.63,80,57,19.01,broken clouds
376,Sarany,RU,58.5,58.8833,20.5,95,100,8.21,light snow
377,Kaoma,ZM,-14.7833,24.8,68.76,78,100,5.39,overcast clouds
378,Kahului,US,20.8947,-156.47,79.86,79,75,9.22,broken clouds
379,Abu Samrah,SY,35.3029,37.1841,50.86,80,100,14.09,overcast clouds
380,Neuquen,AR,-38.9516,-68.0591,62.49,59,75,16.11,broken clouds
381,Nagram,IN,26.6167,81.1333,53.65,44,0,1.9,clear sky
382,Japura,ID,-0.3167,102.35,72.84,99,88,1.66,overcast clouds
383,Filadelfia,US,39.9523,-75.1638,41.45,53,73,1.01,broken clouds
384,Balakovo,RU,52.0278,47.8007,32.0,90,94,10.6,overcast clouds
385,Zhigansk,RU,66.7697,123.3711,-20.04,96,99,10.38,overcast clouds
386,Samarai,PG,-10.6167,150.6667,82.09,80,100,10.54,overcast clouds
387,Vila Franca Do Campo,PT,37.7167,-25.4333,61.2,69,100,4.41,overcast clouds
388,Innisfail,AU,-17.5333,146.0333,79.72,78,22,4.38,few clouds
389,Bandarbeyla,SO,9.4942,50.8122,76.35,70,49,19.57,scattered clouds
390,Kavaratti,IN,10.5669,72.642,80.15,74,5,5.77,clear sky
391,Annigeri,IN,15.4333,75.4333,69.35,70,0,7.16,clear sky
392,Sabha,LY,27.0377,14.4283,52.18,26,93,7.96,overcast clouds
393,San Jeronimito,MX,17.55,-101.3333,85.73,62,2,5.77,clear sky
394,Hauterive,FR,46.0901,3.4459,41.76,94,79,4.12,broken clouds
395,Umarkot,PK,25.3616,69.7362,63.46,28,0,8.88,clear sky
396,Nevers,FR,46.9167,3.3333,36.19,1,16,4.83,few clouds
397,Kedrovyy,RU,56.1667,91.8167,5.41,95,100,8.08,overcast clouds
398,Akdepe,TM,42.0551,59.3788,32.09,63,4,15.68,clear sky
399,Jambi,ID,-1.6,103.6167,73.15,99,100,2.75,overcast clouds
400,Plattling,DE,48.7833,12.8667,33.17,88,100,1.97,overcast clouds
401,Rocha,UY,-34.4833,-54.3333,71.65,55,46,13.94,scattered clouds
402,Mumford,GH,5.2618,-0.759,80.35,84,12,7.78,few clouds
403,Wanlaweyn,SO,2.6185,44.8938,76.42,76,16,11.27,few clouds
404,Nicoya,CR,10.1483,-85.452,90.95,61,57,8.68,broken clouds
405,Mareeba,AU,-17.0,145.4333,77.43,83,78,1.68,broken clouds
406,Waingapu,ID,-9.6567,120.2641,78.73,84,49,4.9,scattered clouds
407,Samoylovka,RU,51.184,43.7081,36.05,88,99,13.24,overcast clouds
408,Jizan,SA,17.3333,42.6667,79.74,76,0,0.36,clear sky
409,Anloga,GH,5.7947,0.8973,84.42,80,7,10.09,clear sky
410,Uttarkashi,IN,30.7333,78.45,47.17,25,0,7.72,clear sky
411,Abohar,IN,30.15,74.1833,57.52,40,0,0.51,clear sky
412,Soyo,AO,-6.1349,12.3689,78.94,84,40,5.5,scattered clouds
413,Caravelas,BR,-17.7125,-39.2481,73.0,98,100,5.53,overcast clouds
414,Vila,PT,42.0304,-8.1588,40.33,93,100,10.25,overcast clouds
415,Canchungo,GW,12.0672,-16.0333,75.27,50,34,5.08,scattered clouds
416,Kanodar,IN,24.1,72.3833,64.33,43,0,6.96,clear sky
417,Maceio,BR,-9.6658,-35.7353,85.44,70,20,17.27,few clouds
418,Rence,SI,45.89,13.6686,47.66,89,90,10.0,moderate rain
419,Oranjemund,NA,-28.55,16.4333,61.45,94,1,2.39,clear sky
420,Gulu,UG,2.7746,32.299,72.16,47,100,3.87,overcast clouds
421,Shimoda,JP,34.6667,138.95,48.11,79,44,15.7,scattered clouds
422,Chake Chake,TZ,-5.2459,39.7666,76.03,89,57,8.16,moderate rain
423,Watsa,CD,3.0372,29.5355,68.9,63,84,2.44,broken clouds
424,Santa Maria,BR,-29.6842,-53.8069,81.7,36,0,18.41,clear sky
425,Hovd,MN,48.0056,91.6419,17.92,67,66,1.21,broken clouds
426,Talnakh,RU,69.4865,88.3972,9.21,98,100,11.36,snow
427,Amga,RU,60.8953,131.9608,-6.48,98,100,2.3,overcast clouds
428,Wagar,SD,16.1525,36.2032,76.57,68,0,18.37,clear sky
429,Luena,AO,-11.7833,19.9167,62.62,90,25,2.42,light rain
430,Manado,ID,1.487,124.8455,77.77,94,40,3.44,scattered clouds
431,Margate,GB,51.3813,1.3862,43.7,73,81,1.99,broken clouds
432,Yongan,CN,39.6957,113.6871,30.79,71,100,5.17,light snow
433,Natal,BR,-5.795,-35.2094,84.85,70,40,13.8,scattered clouds
434,Pandan,PH,14.0453,124.1694,77.76,82,100,20.58,overcast clouds
435,Dhule,IN,20.9,74.7833,73.65,49,84,5.97,broken clouds
436,Mikhaylovka,RU,50.06,43.2379,40.78,84,100,10.8,overcast clouds
437,Radishchevo,RU,52.85,47.8833,31.78,95,100,11.21,overcast clouds
438,Panjab,AF,34.388,67.0233,23.83,39,0,3.6,clear sky
439,Nchelenge,ZM,-9.3451,28.734,70.43,82,40,8.93,scattered clouds
440,Ikom,NG,5.9667,8.7063,78.24,58,47,2.82,scattered clouds
441,Batagay-Alyta,RU,67.8006,130.4114,-29.25,91,100,1.21,overcast clouds
442,Grindavik,IS,63.8424,-22.4338,36.07,87,75,25.32,broken clouds
443,Bitung,ID,1.4451,125.1824,77.85,85,99,6.44,overcast clouds
444,Obo,CF,5.3998,26.4869,75.24,36,98,1.5,overcast clouds
445,Sivaki,RU,52.6333,126.75,8.55,97,100,3.22,overcast clouds
446,Sangar,RU,63.9242,127.4739,-16.87,94,100,10.09,overcast clouds
447,Quatre Cocos,MU,-20.2078,57.7625,78.1,72,36,10.29,scattered clouds
448,Isla Vista,US,34.4133,-119.861,73.35,71,2,1.99,clear sky
449,Tucuma,BR,-0.1833,-50.05,80.28,83,72,4.7,light rain
450,Naples,IT,40.8333,14.25,60.6,90,75,5.99,broken clouds
451,Guhagar,IN,17.4842,73.1929,73.56,66,0,4.99,clear sky
452,Melilla,ES,35.2937,-2.9383,59.38,58,0,20.71,clear sky
453,Horta,PT,38.5333,-28.6333,60.44,67,75,5.75,broken clouds
454,Zhangye,CN,38.9342,100.4517,32.27,30,54,2.84,broken clouds
455,Korla,CN,41.7597,86.1469,26.83,55,100,4.0,overcast clouds
456,Troina,IT,37.7854,14.5985,47.41,89,16,2.26,few clouds
457,Bairiki,KI,1.3292,172.9752,84.2,79,40,9.22,scattered clouds
458,Los Llanos De Aridane,ES,28.6585,-17.9182,64.15,74,75,11.99,broken clouds
459,Teya,RU,60.3778,92.6267,-11.4,97,89,5.64,overcast clouds
460,Shirgaon,IN,19.7,72.7,75.0,65,0,8.59,clear sky
461,Auriflama,BR,-20.6856,-50.5547,81.64,43,68,6.46,broken clouds
462,Najran,SA,17.4924,44.1277,54.25,14,0,2.42,clear sky
463,Touros,BR,-5.1989,-35.4608,85.1,75,27,13.67,scattered clouds
464,Bayreuth,DE,49.9481,11.5783,33.21,94,100,7.0,light snow
465,Guane,CU,22.2025,-84.0875,83.7,62,21,3.15,few clouds
466,Sitka,US,57.0531,-135.33,36.19,88,100,12.82,moderate rain
467,Tono,JP,39.3167,141.5333,35.47,89,100,4.05,overcast clouds
468,Hulyaypole,UA,47.6653,36.2578,47.17,80,100,13.18,overcast clouds
469,Nanortalik,GL,60.1432,-45.2371,26.28,82,97,14.79,overcast clouds
470,Miri,MY,4.4148,114.0089,77.14,94,40,5.75,scattered clouds
471,Yaan,NG,7.3833,8.5667,81.99,19,98,4.74,overcast clouds
472,Ambon,ID,-3.6954,128.1814,75.34,100,40,3.44,scattered clouds
473,Santiago Del Estero,AR,-27.7951,-64.2615,88.81,29,97,6.08,overcast clouds
474,Muzaffargarh,PK,30.0754,71.1921,53.62,33,0,3.02,clear sky
475,Codrington,AU,-38.2667,141.9667,56.41,62,58,18.01,broken clouds
476,Ndola,ZM,-12.9587,28.6366,70.95,43,59,6.11,broken clouds
477,Stavern,NO,59.0,10.0333,32.31,96,100,12.28,light snow
478,Quelimane,MZ,-17.8786,36.8883,82.35,83,20,10.0,few clouds
479,Smithers,CA,54.7804,-127.1743,17.92,100,90,2.3,overcast clouds
480,Saint-Francois,FR,46.4154,3.9054,39.47,88,90,5.75,overcast clouds
481,Jawa,JO,31.8525,35.9393,50.31,66,40,16.11,scattered clouds
482,Taloqan,AF,36.7361,69.5345,44.44,46,0,3.69,clear sky
483,Manokwari,ID,-0.8667,134.0833,78.75,78,100,3.62,overcast clouds
484,Mehamn,NO,71.0357,27.8492,15.71,62,0,18.41,clear sky
485,Asha,RU,54.9973,57.2722,19.47,90,100,2.42,overcast clouds
486,Sur,OM,22.5667,59.5289,74.17,45,44,8.95,scattered clouds
487,Zhezkazgan,KZ,47.8043,67.7144,13.39,54,95,10.36,overcast clouds
488,Umm Lajj,SA,25.0213,37.2685,68.67,45,43,19.69,scattered clouds
489,Nabire,ID,-3.3667,135.4833,76.75,86,100,3.47,overcast clouds
490,Les Cayes,HT,18.2,-73.75,82.04,61,3,7.61,clear sky
491,Sao Borja,BR,-28.6606,-56.0044,88.95,19,0,9.73,clear sky
492,Leshukonskoye,RU,64.8989,45.7622,12.02,97,100,4.18,overcast clouds
493,Kakogawa,JP,34.7667,134.85,49.95,65,5,6.38,clear sky
494,Dzilam Gonzalez,MX,21.2833,-88.9333,87.15,53,76,7.47,broken clouds
495,Elko,US,41.0002,-115.5012,44.06,64,100,10.0,overcast clouds
496,San Cristobal,VE,7.7669,-72.225,77.18,54,98,0.51,overcast clouds
497,Raduzhnyy,RU,62.0961,77.475,6.21,85,100,16.46,overcast clouds
498,Cidreira,BR,-30.1811,-50.2056,69.39,68,9,12.41,clear sky
499,Nanga Eboko,CM,4.6833,12.3667,71.15,59,39,1.79,scattered clouds
500,Severo-Yeniseyskiy,RU,60.3725,93.0408,-10.91,95,95,7.2,overcast clouds
501,Kyabe,TD,9.4515,18.9449,81.05,22,65,3.76,broken clouds
502,Sao Joao Da Barra,BR,-21.6403,-41.0511,69.89,91,100,7.83,overcast clouds
503,Inongo,CD,-1.95,18.2667,71.51,89,74,1.3,broken clouds
504,West Bay,KY,19.3667,-81.4167,86.05,74,40,1.99,scattered clouds
505,Adoni,IN,15.6333,77.2833,71.06,84,37,7.56,scattered clouds
506,Jimenez,MX,28.3333,-105.4,75.72,13,85,9.66,overcast clouds
507,Keningau,MY,5.3378,116.1602,73.85,99,96,1.7,overcast clouds
508,Minusinsk,RU,53.7103,91.6875,4.98,84,61,1.57,broken clouds
509,Emirdag,TR,39.0197,31.15,40.98,76,34,8.19,scattered clouds
510,Nelson Bay,AU,-32.7167,152.15,67.95,91,96,1.01,overcast clouds
511,Hambantota,LK,6.1241,81.1185,77.22,87,100,10.71,overcast clouds
512,Vredendal,ZA,-31.6683,18.5012,69.51,63,22,8.48,few clouds
513,Paka,MY,4.6374,103.4368,76.98,88,96,0.0,overcast clouds
514,Pevek,RU,69.7008,170.3133,-18.71,97,100,2.95,overcast clouds
515,Paso De Los Toros,UY,-32.8167,-56.5167,84.54,23,3,12.44,clear sky
516,Mirnyy,RU,62.5353,113.9611,-15.88,96,100,5.17,overcast clouds
517,Mulki,IN,13.1,74.8,78.08,78,0,0.0,clear sky
518,Orlik,RU,52.5178,99.825,-6.74,96,72,1.88,broken clouds
519,Yelkhovka,RU,53.8667,50.2832,32.76,93,100,14.43,overcast clouds
520,Hare Bay,CA,48.8499,-54.0148,29.55,55,100,8.84,overcast clouds
521,Tura,IN,25.5198,90.2201,60.85,85,0,3.98,clear sky
522,Makakilo City,US,21.3469,-158.0858,74.68,80,42,9.08,scattered clouds
523,Tezu,IN,27.9167,96.1667,63.23,53,69,3.69,broken clouds
524,Akhtyrskiy,RU,44.8546,38.3031,52.9,85,76,6.71,broken clouds
525,Akyab,MM,20.15,92.9,74.66,85,9,7.25,clear sky
526,Emba,KZ,48.8264,58.1442,18.34,63,99,15.08,overcast clouds
527,Beringovskiy,RU,63.05,179.3167,0.25,97,100,13.94,light snow
528,Carberry,CA,49.8689,-99.3602,10.63,94,100,13.53,light snow
529,Sioux Lookout,CA,50.1001,-91.917,7.18,72,75,3.44,broken clouds
530,High Level,CA,58.5169,-117.136,8.71,85,40,2.3,scattered clouds
531,Mugango,TZ,-1.6833,33.7,74.23,63,95,5.7,overcast clouds
532,Den Helder,NL,52.9599,4.7593,40.98,92,75,17.27,broken clouds
533,Micheweni,TZ,-4.9667,39.8333,78.26,86,25,10.29,moderate rain
534,Peschanokopskoye,RU,46.1961,41.0775,42.21,89,99,3.65,overcast clouds
535,Kefamenanu,ID,-9.4467,124.4781,72.09,89,95,2.1,overcast clouds
536,Henties Bay,NA,-22.116,14.2845,58.86,92,0,3.78,clear sky
537,Kharabali,RU,47.4196,47.2568,41.13,61,33,19.95,scattered clouds
538,Salamanca,ES,40.8333,-6.0,41.0,88,90,17.18,overcast clouds
539,Hamilton,US,39.1834,-84.5333,41.99,59,7,3.0,clear sky
540,Wad Madani,SD,14.4012,33.5199,80.29,31,0,10.76,clear sky
541,Paamiut,GL,61.994,-49.6678,23.07,76,100,7.02,overcast clouds
542,Vanimo,PG,-2.6741,141.3028,78.22,88,99,5.7,moderate rain
543,Tiznit,MA,29.5833,-9.5,54.5,74,59,3.02,broken clouds
544,Sakakah,SA,29.9697,40.2064,60.37,30,0,18.48,clear sky
545,Antalaha,MG,-14.9003,50.2788,73.33,81,52,6.17,broken clouds
546,Surt,LY,31.2089,16.5887,59.23,32,57,14.43,broken clouds
547,Tessalit,ML,20.1986,1.0114,71.37,13,23,6.64,few clouds
548,Ketchikan,US,55.3422,-131.6461,37.42,75,89,5.61,light rain
549,Merauke,ID,-8.4667,140.3333,78.46,90,100,6.24,overcast clouds
550,Krasnoselkup,RU,65.7,82.4667,12.4,93,100,23.42,light snow
551,Toamasina,MG,-18.1667,49.3833,73.4,88,20,2.3,light rain
552,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,21.79,50,40,11.18,scattered clouds
553,Port Macquarie,AU,-31.4333,152.9167,65.89,92,97,2.93,moderate rain
554,Oxford,GB,51.7522,-1.256,42.91,81,75,1.01,broken clouds
555,Dire,ML,12.2833,-10.9667,78.28,20,39,2.28,scattered clouds
556,Moyo,UG,3.6609,31.7247,76.91,43,100,0.49,overcast clouds
557,Zhanaozen,KZ,43.3,52.8,42.39,55,8,29.68,clear sky
558,Chanika,TZ,-5.4167,38.0167,67.73,99,51,3.11,broken clouds
559,Rundu,NA,-17.9333,19.7667,70.48,68,100,0.78,overcast clouds
560,Partizanske,SK,48.6286,18.3846,35.26,79,100,7.14,overcast clouds
561,Korgen,NO,66.0771,13.8153,23.27,91,7,7.63,clear sky
562,Mackay,AU,-21.15,149.2,78.67,94,40,4.61,scattered clouds
563,Cap Malheureux,MU,-19.9842,57.6142,78.48,71,18,5.01,few clouds
564,Cabinda,AO,-5.55,12.2,78.67,90,92,4.12,overcast clouds
565,Plettenberg Bay,ZA,-34.0527,23.3716,65.32,90,77,7.23,broken clouds
566,Sudak,UA,44.85,34.9667,50.29,88,13,12.77,few clouds
567,Juneau,US,58.3019,-134.4197,34.84,96,90,19.57,snow
568,Tokur,RU,53.1333,132.9,-2.45,97,98,3.91,overcast clouds
569,Vilhena,BR,-12.7406,-60.1458,77.22,83,20,6.91,few clouds
570,Dakoro,NE,14.5106,6.765,66.36,10,97,11.83,overcast clouds
571,Tromso,NO,69.6496,18.957,19.42,63,0,8.05,clear sky
572,Puerto Madero,MX,14.7208,-92.4215,83.5,67,100,4.36,overcast clouds
573,Luce,FR,48.4369,1.4636,36.7,92,73,1.99,broken clouds
574,Valparaiso,CL,-33.0393,-71.6273,71.83,60,0,10.36,clear sky
575,Kieta,PG,-6.2167,155.6333,80.98,84,100,2.91,overcast clouds
576,Launceston,AU,-41.45,147.1667,56.61,73,75,1.99,broken clouds
577,Gravelbourg,CA,49.8834,-106.5512,37.67,80,56,18.52,broken clouds
578,Bauchi,NG,10.5,10.0,68.41,17,100,6.55,overcast clouds
579,San Ramon,US,37.7799,-121.978,57.7,90,75,3.0,broken clouds
580,Allapalli,IN,19.4167,80.0667,71.19,59,97,2.26,overcast clouds
581,Pierre,US,44.3683,-100.351,45.28,48,13,4.0,few clouds
582,Tutoia,BR,-2.7619,-42.2744,82.09,79,17,13.29,few clouds
583,Tagusao,PH,9.1924,117.8141,78.76,80,100,9.35,overcast clouds
584,Luau,AO,-10.7073,22.2247,65.37,98,99,8.39,moderate rain
585,Catuday,PH,16.2923,119.8062,74.68,71,100,10.27,overcast clouds
586,Broken Hill,AU,-31.95,141.4333,51.51,50,0,13.8,clear sky
587,Abha,SA,18.2164,42.5053,55.22,94,0,0.0,clear sky
588,Januaria,BR,-15.4833,-44.3667,74.35,93,55,2.06,broken clouds
589,Singapore,SG,1.2897,103.8501,78.75,83,75,8.05,broken clouds
590,Muros,ES,42.7762,-9.0603,51.24,94,77,17.29,broken clouds
591,Takoradi,GH,4.8845,-1.7554,80.69,82,5,6.96,clear sky
592,Lubaczow,PL,50.157,23.1234,24.51,97,70,6.49,broken clouds
593,De-Kastri,RU,51.4667,140.7833,16.54,83,13,4.74,few clouds
594,Qasigiannguit,GL,68.8193,-51.1922,9.52,80,100,5.61,overcast clouds
595,Kidal,ML,18.4411,1.4078,70.84,14,0,11.05,clear sky
596,Kontagora,NG,10.3999,5.4695,76.17,20,87,5.19,overcast clouds
597,Nishihara,JP,26.1842,127.7558,65.48,68,75,10.36,broken clouds
598,Catalao,BR,-18.1658,-47.9464,77.83,46,27,10.29,scattered clouds
599,Hlohovec,SK,48.4317,17.8031,35.82,75,95,15.93,overcast clouds
600,San Carlos Del Zulia,VE,9.0,-71.9135,87.08,59,79,10.56,broken clouds
601,Hostotipaquillo,MX,21.0667,-104.0667,85.05,14,79,2.53,broken clouds
602,Pathein,MM,16.7833,94.7333,69.93,79,45,3.51,scattered clouds
603,Puerto Escondido,MX,15.85,-97.0667,86.49,61,24,5.28,few clouds
604,Ayorou,NE,14.7308,0.9174,76.08,13,3,10.8,clear sky
605,Pimentel,PE,-6.8367,-79.9342,73.69,64,20,23.02,few clouds
606,Mayya,RU,61.7333,130.2811,-25.69,98,100,3.89,overcast clouds
607,Jiangyou,CN,31.7667,104.7167,47.23,86,23,0.29,few clouds
608,Lithgow,AU,-33.4833,150.15,53.47,89,75,2.71,broken clouds
609,Pemangkat,ID,1.1667,108.9667,77.9,87,99,7.99,overcast clouds
610,Baijiantan,CN,45.6333,85.1833,36.7,70,100,11.21,overcast clouds
611,Port Hawkesbury,CA,45.6169,-61.3485,30.15,69,90,3.0,overcast clouds
612,Nakhon Phanom,TH,17.3333,104.4167,63.16,86,69,4.5,broken clouds
613,Port Hedland,AU,-20.3167,118.5667,86.05,54,13,8.05,few clouds
614,Calgary,CA,51.0501,-114.0853,38.79,76,75,14.0,light rain
615,Hirara,JP,24.8,125.2833,70.25,60,97,16.49,overcast clouds
616,Uray,RU,60.1247,64.7758,6.87,89,100,6.4,overcast clouds
617,Mackenzie,CA,55.2999,-123.1698,26.82,63,1,0.0,light snow
618,Rong Kwang,TH,18.339,100.3174,65.55,75,50,2.59,scattered clouds
619,Bisira,PA,8.5196,-81.7115,68.25,68,85,6.31,overcast clouds
620,Ribas Do Rio Pardo,BR,-20.4431,-53.7592,85.35,34,0,7.81,clear sky
621,Leh,IN,34.1667,77.5833,13.23,93,93,0.11,overcast clouds
622,Starosubkhangulovo,RU,53.1031,57.4423,9.55,95,100,2.73,overcast clouds
623,Nemuro,JP,43.3236,145.575,38.57,63,99,7.45,overcast clouds
624,Porto Novo,BJ,6.4965,2.6036,84.02,78,5,5.86,clear sky
625,Gualaquiza,EC,-3.4,-78.55,74.43,85,95,2.8,light rain
626,Ostersund,SE,63.1792,14.6357,20.61,93,90,12.66,light snow
627,Nagato,JP,34.3833,131.2,46.31,76,50,10.04,scattered clouds
628,Konevo,RU,62.1215,39.3192,0.28,100,97,3.15,overcast clouds
629,Beaverlodge,CA,55.2166,-119.4361,27.75,57,5,20.04,clear sky
630,Saint-Denis,FR,48.9167,2.3333,39.97,89,0,8.05,clear sky
631,Grants,US,35.1473,-107.8514,52.03,32,75,9.22,broken clouds
632,South Venice,US,27.0531,-82.4243,81.16,87,20,9.22,few clouds
633,Sumkino,RU,58.1108,68.3244,3.22,92,72,6.73,broken clouds
634,Carmen,MX,18.6333,-91.8333,84.09,68,86,2.77,overcast clouds
635,Sayreville,US,40.4593,-74.361,42.03,62,88,1.01,overcast clouds
636,Sosnovo-Ozerskoye,RU,52.5249,111.5418,7.59,95,85,8.1,overcast clouds
637,Devgarh,IN,25.5333,73.9,57.31,43,0,5.44,clear sky
638,Egvekinot,RU,66.3167,-179.1667,-9.94,85,96,8.01,overcast clouds
639,Tuam,IE,53.5167,-8.85,42.57,64,6,12.19,clear sky
640,Belozerskoye,RU,55.8214,65.5842,10.99,82,100,10.4,overcast clouds
641,Raga,SS,8.4596,25.678,76.98,22,38,4.56,scattered clouds
642,Mandalgovi,MN,45.7625,106.2708,20.5,43,43,14.25,scattered clouds
643,Vitim,RU,59.4511,112.5578,10.22,94,100,8.3,light snow
644,Uri,IN,34.0833,74.0333,42.55,55,0,6.13,clear sky
645,Greenville,US,35.6127,-77.3663,45.28,95,90,1.99,overcast clouds
646,Severo-Kurilsk,RU,50.6789,156.125,31.51,63,91,28.57,overcast clouds
647,Waddan,LY,29.1614,16.139,53.85,30,1,6.6,clear sky
648,Lumsden,CA,50.6501,-104.8678,38.39,89,99,16.15,overcast clouds
649,Hurricane,US,37.1753,-113.2899,54.01,78,99,1.07,overcast clouds
650,Rincon,US,32.296,-81.2354,66.16,89,99,8.68,overcast clouds
651,Acari,PE,-15.4311,-74.6158,75.61,67,77,10.09,broken clouds
652,Ayan,RU,56.45,138.1667,14.86,69,82,2.46,broken clouds
653,Dhidhdhoo,MV,6.8833,73.1,80.6,76,49,1.86,scattered clouds
654,Zaysan,KZ,47.4667,84.8667,14.86,96,100,2.8,light snow
655,Pershotravneve,UA,51.3929,28.8684,25.03,96,100,7.63,light snow
656,Banyo,CM,6.75,11.8167,70.83,33,5,2.77,clear sky
657,Nkoteng,CM,4.5167,12.0333,71.67,58,75,1.52,broken clouds
658,Olinda,BR,-8.0089,-34.8553,83.93,70,75,6.91,broken clouds
659,Kyra,RU,49.5776,111.9753,16.23,83,99,6.38,overcast clouds
660,Darhan,MN,49.4867,105.9228,9.19,90,94,1.77,overcast clouds
661,Pecos,US,31.4229,-103.4932,76.3,15,1,3.44,clear sky
662,Rabo De Peixe,PT,37.8,-25.5833,60.28,95,75,2.3,broken clouds
663,Bilibino,RU,68.0546,166.4372,-40.43,99,99,0.94,overcast clouds
664,Hearst,CA,49.6835,-83.6665,3.45,90,100,4.36,overcast clouds
665,Fairbanks,US,64.8378,-147.7164,10.4,92,75,3.44,broken clouds
666,Derby,GB,52.9228,-1.4766,43.09,87,75,19.57,moderate rain
667,Asfi,MA,32.2994,-9.2372,61.83,78,40,21.97,scattered clouds
668,Codajas,BR,-3.8367,-62.0569,81.07,88,99,1.01,overcast clouds
669,Peniche,PT,39.3558,-9.3811,55.62,76,89,20.09,overcast clouds
670,Kaeo,NZ,-35.1,173.7833,67.32,93,99,3.49,overcast clouds
671,Barcelos,PT,41.5388,-8.6151,50.85,80,83,10.6,broken clouds
672,Mennecy,FR,48.569,2.4438,39.52,89,75,5.75,broken clouds
673,Kwinana,AU,-32.25,115.7667,82.54,36,0,15.82,clear sky
674,Mabaruma,GY,8.2,-59.7833,75.54,97,58,4.32,broken clouds
675,Mumbwa,ZM,-14.9783,27.0619,73.83,39,52,5.99,broken clouds
676,Tsumeb,NA,-19.2333,17.7167,78.35,54,34,7.2,scattered clouds
677,Yar-Sale,RU,66.8333,70.8333,16.84,79,100,22.95,overcast clouds
678,Binzhou,CN,37.3667,118.0167,40.93,68,100,3.83,overcast clouds
679,Purpe,RU,64.4803,76.6897,12.54,90,100,28.16,light snow
680,Westport,US,41.1415,-73.3579,41.79,77,100,1.01,overcast clouds
681,Aklavik,CA,68.2191,-135.0107,15.8,73,90,10.36,light snow
682,Gillette,US,44.2911,-105.5022,49.05,46,38,8.01,scattered clouds
683,Manggar,ID,-2.8833,108.2667,79.27,85,28,5.28,scattered clouds
684,Farrukhnagar,IN,17.0778,78.2011,67.71,76,77,7.23,broken clouds
685,Razdolnoye,RU,43.55,131.9167,10.81,94,25,2.59,scattered clouds
686,Livramento,BR,-3.0254,-60.1803,84.87,94,40,11.5,shower rain
687,Kasangulu,CD,-4.5911,15.1708,76.14,94,68,2.53,broken clouds
688,Kununurra,AU,-15.7667,128.7333,75.18,88,40,11.5,light rain
689,Hit,IQ,33.6416,42.8251,61.63,21,22,9.22,few clouds
690,Mayo,US,38.8876,-76.5119,44.37,69,84,4.0,broken clouds
691,Kudahuvadhoo,MV,2.6708,72.8944,81.68,78,100,9.08,overcast clouds
692,Thinadhoo,MV,0.5333,72.9333,80.62,77,95,5.35,overcast clouds
693,Simpang,ID,-1.2667,104.0833,75.13,96,100,2.42,overcast clouds
694,Ichnya,UA,50.8626,32.3942,35.51,95,100,11.61,overcast clouds
695,Seminole,US,28.7086,-81.2081,83.26,69,43,1.01,scattered clouds
696,Liverpool,GB,53.4106,-2.9779,45.68,90,86,11.01,overcast clouds
697,Ampanihy,MG,-24.7,44.75,70.77,90,92,4.85,overcast clouds
